Tempos,Serial,2,3,4,6,8,12,Speedup 2,Speedup 3,Speedup 4,Speedup 6,Speedup 8,Speedup 12,Eficiencia 2,Eficiencia 3,Eficiencia 4,Eficiencia 6,Eficiencia 8,Eficiencia 12
2000000000,"33,985271333333","17,198336005667","11,462824266333","8,604593411167","6,040056943000","6,504072763833","4,432913276667","1,976079041724","2,964825294683","3,949666150318","5,626647505819","5,225229262857","7,666577081988","0,988039520862","0,988275098228","0,987416537579","0,937774584303","0,653153657857","0,638881423499"
2200000000,"37,497885833333","18,874101953833","12,610707103333","9,455744119500","6,615723335333","7,159479558500","4,878758089833","1,986737484255","2,973495897262","3,965619771373","5,667994855992","5,237515594107","7,685948994166","0,993368742128","0,991165299087","0,991404942843","0,944665809332","0,654689449263","0,640495749514"
2400000000,"40,817112333333","20,606246454167","13,750750752333","10,331936850333","7,210622776500","7,803155817167","5,335690567667","1,980812586325","2,968355187909","3,950577023902","5,660691676503","5,230846761196","7,649827480753","0,990406293163","0,989451729303","0,987644255976","0,943448612750","0,653855845149","0,637485623396"
2600000000,"44,345542833333","22,318473912000","14,886673686667","11,204745389167","7,809511982333","8,490924146500","5,801015187667","1,986943328123","2,978875185062","3,957746587996","5,678401279574","5,222699210146","7,644445221866","0,993471664061","0,992958395021","0,989436646999","0,946400213262","0,652837401268","0,637037101822"
2800000000,"47,855531333333","24,014811526333","16,060764430833","12,101402110333","8,458273740000","9,143968929667","6,263601243000","1,992750652274","2,979654644673","3,954544349243","5,657836670268","5,233562329600","7,640258291796","0,996375326137","0,993218214891","0,988636087311","0,942972778378","0,654195291200","0,636688190983"
3000000000,"51,368995666667","25,959641853500","17,180580818833","12,893661218167","9,069842844167","9,783175881167","6,703731029500","1,978802171330","2,989945229928","3,984050363778","5,663713974901","5,250748457416","7,662747124044","0,989401085665","0,996648409976","0,996012590944","0,943952329150","0,656343557177","0,638562260337"
3200000000,"54,869047833333","27,598414538667","18,315863800167","13,745579696500","9,624612987500","10,407988618000","7,186445900167","1,988123185716","2,995711719195","3,991759463393","5,700909522762","5,271820507033","7,635074221050","0,994061592858","0,998570573065","0,997939865848","0,950151587127","0,658977563379","0,636256185088"
3400000000,"58,275559333333","29,178385297167","19,454930146167","14,617061194167","10,231629387000","11,045247405500","7,633791172000","1,997216732174","2,995413445101","3,986817771317","5,695628440899","5,276075509573","7,633894878744","0,998608366087","0,998471148367","0,996704442829","0,949271406816","0,659509438697","0,636157906562"
3600000000,"61,711020833333","30,952487695833","20,612087307500","15,483669158000","10,887546339833","11,719532922000","8,085722773000","1,993733797418","2,993923900705","3,985555374738","5,668037490463","5,265655316134","7,632097038919","0,996866898709","0,997974633568","0,996388843685","0,944672915077","0,658206914517","0,636008086577"
3800000000,"65,144605833333","32,587944597333","21,757307316167","16,365230837667","11,475946847333","12,354136389667","8,539116650833","1,999040032696","2,994148351480","3,980671368435","5,676621432633","5,273100747683","7,628963099711","0,999520016348","0,998049450493","0,995167842109","0,946103572106","0,659137593460","0,635746924976"
4000000000,"68,541507666667","34,404097260500","22,918240734667","17,275385350833","12,095797552167","13,031090335167","9,012157819667","1,992248398430","2,990696731926","3,967581982961","5,666555460362","5,259844410847","7,605449109767","0,996124199215","0,996898910642","0,991895495740","0,944425910060","0,657480551356","0,633787425814"
