,2000000000,3000000000,4000000000,5000000000,6000000000,7000000000,8000000000,9000000000,10000000000,20000000000
Serial,33.712158,51.073964499999995,68.61981866666667,85.77209933333336,102.9235345,120.05647650000002,137.21784766666664,154.35163300000002,171.53275816666664,342.9925318333333
2,33.148741,49.718571999999995,66.28936716666668,82.86479299999998,99.56714966666665,116.00647016666669,132.5767506666667,149.1441365,165.71760749999999,331.4517286666666
3,22.111480333333333,33.152440500000004,44.20357116666667,55.255410666666656,66.29665716666668,77.35102449999998,88.49865500000003,99.44849599999999,110.62965416666667,220.96850216666667
4,16.599794666666664,24.891176166666668,33.16047983333333,41.49936516666666,49.763701999999995,58.02155199999999,66.30504949999998,74.59198233333332,82.87240366666666,165.77609950000002
5,13.383579666666662,20.199196999999998,27.047947000000004,33.787971500000005,40.519076666666656,47.292863666666655,54.12723033333333,60.934278833333344,67.28473183333334,135.63255983333332
6,11.451140999999998,17.27077583333333,23.078768500000006,28.85240983333333,34.588815833333335,40.35967883333333,46.03392266666666,51.81540266666665,57.53116166666667,115.05781599999999
