,126000,131400,136800,142200,147600,153000,158400,163800,169200,174600,180000
Serial,32.661146,35.925343,39.212354,42.227631,45.457934,49.010223,52.392504,56.128025,59.824896,63.917507,67.800791
2,7.932645581,8.659268214,9.422027096,10.180188122,11.136416687,11.777505302,12.63299268,13.546846422,14.49563089,15.450490743,16.434448017
3,3.486355417,3.75959523,4.113063416,4.531146154,4.855950346,5.145208276,5.53046188,5.941269443,6.329127059,6.759382928,7.176018549
4,2.074743661,2.104891485,2.288837482,2.47158786,2.670439125,2.908007013,3.067907329,3.293329282,3.496388357,3.869936148,4.007961302
6,0.989643302,1.061372615,1.071388642,1.134355901,1.359740974,1.293302377,1.401647867,1.559514165,1.607113224,1.69938545,1.832577286
8,0.749170702,0.812065196,0.883485195,0.952931897,1.021940435,1.079490009,1.187395016,1.270399959,1.355115196,1.447543917,1.537550222
12,0.384570278,0.365932496,0.392744458,0.422905014,0.476470908,0.492518811,0.536358143,0.596731291,0.602977322,0.643752396,0.681049865
